AG-X,AG-Y,AG-Z,Acc-X,Acc-Y,Acc-Z,Gravity-X,Gravity-Y,Gravity-Z,RR-X,RR-Y,RR-Z,RV-X,RV-Y,RV-Z,cos
-0.3004645,9.658568,0.31173962,0.15909642,0.09653187,0.15791596,-0.4644825,9.792757,0.23778947,0.12073714,0.76326835,-0.19269255,0.68617606,0.13206112,0.10058257,0.7082411
-0.2573459,9.605868,0.25424814,0.20812792,-0.07838917,0.0899595,-0.5407896,9.790106,0.1781926,0.13138977,0.85488105,-0.2203894,0.6854485,0.14310405,0.10806117,0.7056942
-0.16631772,9.759179,0.1344742,0.4220705,0.06167507,-0.013377205,-0.62206966,9.786557,0.08187073,0.1218024,0.9709948,-0.22784624,0.684186,0.16212657,0.1209841,0.7006907
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.38088706,-0.028473854,-0.08107407,-0.6868396,9.7825575,-0.014585078,0.11754135,1.1542202,-0.23317255,0.68135226,0.18994352,0.14205845,0.69245934
-0.18069059,9.625032,-0.07632791,0.02033019,-0.011604309,0.001761079,-0.6868396,9.7825575,-0.014585078,-0.016681856,0.002670217,0.02355596,0.68135226,0.18994352,0.14205845,0.69245934
-1.5365314,9.553167,-0.847672,-0.02155137,0.023171425,0.033845544,-1.5383978,9.63276,-1.0067976,-0.11362084,0.11558814,-0.023315635,0.658506,0.34407023,0.2125995,0.634655
-1.5077857,9.5387945,-0.8285082,0.014514804,-0.032800674,0.0777778,-1.5422679,9.64131,-0.91484195,-0.14451349,0.087891296,-0.022250371,0.6540468,0.34538934,0.21632357,0.63728577
-1.474249,9.438185,-0.9147454,0.055253148,-0.0982008,-0.040491104,-1.5349189,9.646777,-0.86839217,-0.08485872,0.069781825,0.00225069,0.6512638,0.34666875,0.21954104,0.63834
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5436976,9.646764,-0.8528371,-0.06248819,0.012257588,0.00544648,0.6502103,0.34763047,0.22044961,0.6385778
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.5604862,9.557959,-0.79497147,-0.040834427,0.008179665,0.037051737,-1.5480499,9.647322,-0.83852226,-0.060357668,5.40E-04,0.008642271,0.64951926,0.3478918,0.22079033,0.6390208
-1.3448931,9.605868,-0.6560337,0.015845418,0.012529373,0.055688977,-1.3819702,9.679737,-0.7504912,-0.060357668,-0.001590838,0.007577007,0.64951926,0.3478918,0.22079033,0.6390208
-1.359266,9.577123,-0.64645183,0.015845418,0.012529373,0.055688977,-1.3819702,9.679737,-0.7504912,0.020602366,-0.037809797,0.016099116,0.6607127,0.31915644,0.20602144,0.6474203
-1.359266,9.577123,-0.6799885,0.006757021,0.008984566,-0.009613633,-1.385318,9.683876,-0.6883541,-0.029465018,-0.029287688,0.015033852,0.6579271,0.31974277,0.20808113,0.64930636
-1.359266,9.629823,-0.6560337,0.007910013,0.02919197,0.0023188,-1.3806021,9.685273,-0.6781008,-0.036921866,-0.03887506,0.018229643,0.6576833,0.31974897,0.20855093,0.6493995
-1.359266,9.629823,-0.6560337,0.007910013,0.02919197,0.0023188,-1.3806021,9.685273,-0.6781008,-0.036921866,-0.03887506,0.018229643,0.6576833,0.31974897,0.20855093,0.6493995
-1.359266,9.629823,-0.6560337,0.007910013,0.02919197,0.0023188,-1.3806021,9.685273,-0.6781008,-0.036921866,-0.03887506,0.018229643,0.6576833,0.31974897,0.20855093,0.6493995
-1.359266,9.629823,-0.6560337,0.007910013,0.02919197,0.0023188,-1.3806021,9.685273,-0.6781008,-0.036921866,-0.03887506,0.018229643,0.6576833,0.31974897,0.20855093,0.6493995
-1.359266,9.629823,-0.6560337,0.007910013,0.02919197,0.0023188,-1.3806021,9.685273,-0.6781008,-0.036921866,-0.03887506,0.018229643,0.6576833,0.31974897,0.20855093,0.6493995
-1.359266,9.629823,-0.6560337,0.007910013,0.02919197,0.0023188,-1.3806021,9.685273,-0.6781008,-0.036921866,-0.03887506,0.018229643,0.6576833,0.31974897,0.20855093,0.6493995
-1.359266,9.629823,-0.6560337,0.007910013,0.02919197,0.0023188,-1.3806021,9.685273,-0.6781008,-0.036921866,-0.03887506,0.018229643,0.6576833,0.31974897,0.20855093,0.6493995
-1.359266,9.629823,-0.6560337,0.007910013,0.02919197,0.0023188,-1.3806021,9.685273,-0.6781008,-0.036921866,-0.03887506,0.018229643,0.6576833,0.31974897,0.20855093,0.6493995
-1.359266,9.629823,-0.6560337,0.007910013,0.02919197,0.0023188,-1.3806021,9.685273,-0.6781008,-0.036921866,-0.03887506,0.018229643,0.6576833,0.31974897,0.20855093,0.6493995
-1.359266,9.629823,-0.6560337,0.007910013,0.02919197,0.0023188,-1.3806021,9.685273,-0.6781008,-0.036921866,-0.03887506,0.018229643,0.6576833,0.31974897,0.20855093,0.6493995
-1.359266,9.629823,-0.6560337,0.007910013,0.02919197,0.0023188,-1.3806021,9.685273,-0.6781008,-0.036921866,-0.03887506,0.018229643,0.6576833,0.31974897,0.20855093,0.6493995
-1.359266,9.629823,-0.6560337,0.007910013,0.02919197,0.0023188,-1.3806021,9.685273,-0.6781008,-0.036921866,-0.03887506,0.018229643,0.6576833,0.31974897,0.20855093,0.6493995
-1.359266,9.629823,-0.6560337,0.007910013,0.02919197,0.0023188,-1.3806021,9.685273,-0.6781008,-0.036921866,-0.03887506,0.018229643,0.6576833,0.31974897,0.20855093,0.6493995
-1.3257293,9.653778,-0.56500554,0.014687061,0.037377357,0.036980927,-1.3595552,9.692025,-0.621826,0.004623413,-0.04739717,0.013968589,0.6586254,0.3131566,0.20498641,0.65278333
-1.2826107,9.61545,-0.5889603,0.023989797,0.003918648,0.02573371,-1.3512881,9.693923,-0.6101472,0.003558149,-0.05591928,0.018229643,0.65867245,0.3120631,0.20472586,0.65334105
-1.2251192,9.61545,-0.5697965,0.06922114,-0.010379791,0.004537761,-1.3120372,9.699682,-0.6042326,0.00675394,-0.05698454,0.027817015,0.65942055,0.30979192,0.20614454,0.6532212
-1.2059554,9.581913,-0.5554236,-0.01340425,-0.002343178,0.004245818,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
-1.2059554,9.581913,-0.5554236,0.06305468,-0.006443977,0.04624164,-1.2919295,9.702901,-0.59583914,-0.013486068,-0.006917155,0.008642271,0.65998685,0.30801186,0.20520155,0.65378773
